Unnamed: 0,reviewId,userName,userImage,label,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
1247,3556e61b-f780-4cd6-9fad-1b4d92c8c1c4,Tentang Deva,https://play-lh.googleusercontent.com/a-/AD5-WCnynmdGmLq-J1Q8CUD_yIGQzuqIu9qqXdsfgcOg,positive,jos,5,0,1.6.1,2020-05-31 22:15:37,"Hai deva saputra, Terima kasih sudah menggunakan aplikasi dan layanan POST. Kami senang mengetahui kamu memiliki pengalaman yang baik dalam menggunakan aplikasi POST. Semoga hari kamu menyenangkan. Salam-VR",2020-06-01 3:17:10
367,efc4ce91-9e12-4409-a9b3-d518171d11d5,RILO TAMBUDI,https://play-lh.googleusercontent.com/a-/AD5-WCmpg90M9QbreGhY5nnkTCezoHDVVcPuJaOmhx5p_Q,negative,"DETAIL TUNAI & NON-TUNAI bagian SHIFT skrg malah dihilangkan ?Msh ada tp detil belanjaan NAMANYA GA ADA ?Biasanya GOJEK, GOFOOD, GRABFOOD, DLL selalu ada dibagian shift, UDAH BAGUS2 malah pas update HILANG ! JGN BNYK UPDATE ! ENAK KALO BGS, INI MALAH BIKIN SUSAH ! *Balasan : Saya tau mslh detil TUNAI & NONTUNAI nya, yg saya mslhkan adlh detil GOFOOD, GRABFOOD, ShopeeFood, Dll nya itu HILANG dibagian Pemasukan, paham ? Buat apa disuruh pilih METODE PEMBAYARAN klo pas mau REKAP SHIFT malah HILANG",1,0,,2022-02-18 6:38:51,Halo POSTpreneur Rilo Tambudi! Dalam update v. 1.37.2 kami masih menyediakan Tunai & Non Tunai dalam detail shift. Kamu hanya perlu ke 'Kelola Toko' lalu 'Shift' untuk memilih detail informasi yang ingin kamu cetak di laporan shift. Terima kasih telah menggunakan aplikasi kasir POST!,2022-02-18 6:32:42
49,8033d15f-d4be-461d-80e5-f58d3941e6a1,Hasan Fauzan,https://play-lh.googleusercontent.com/a/AEdFTp6I5Lfce3Vwwkrsdyj96BmpmcUB4sFr_O3JrsIp=mo,negative,Ga jelas daftar aja ga bisa.,1,0,1.43.2,2022-10-10 10:49:10,"Hai POSTpreneur Hasan Fauzan, mohon maaf atas ketidaknyamanannya. Silakan kirimkan detail kendala yang kamu alami beserta file foto atau gambar kendala tersebut melalui email cs@post.app untuk kami bantu pengecekan. Terima kasih telah mempercayakan bisnis-mu pada POST.",2022-10-11 9:16:07
1252,558e9558-6a88-494d-b896-be229b16ed88,Sahabat Setia,https://play-lh.googleusercontent.com/a-/AD5-WCnDp8LfSra6U0UFntjCXRLnHaMVu_eHuRRUOwc-bg,positive,"kasih 4 dulu baru coba,tapi toko sy sudah lama pake applikasi payfazz untuk penjualan pulsa dari perusahaan yg sama..",4,0,1.6.1,2020-05-29 22:53:04,"Hai usman daeng, Terima kasih sudah menggunakan aplikasi dan layanan POST. Kami senang mengetahui kamu memiliki pengalaman yang baik dalam menggunakan aplikasi POST. Semoga hari kamu menyenangkan. Salam-R",2020-05-30 3:32:50
888,2da96453-5c00-4fc9-a46a-c846526981eb,Taufik Taufik,https://play-lh.googleusercontent.com/a/AEdFTp7EdXNgHLWGfekTovOJBaAkLEKtwRaTTemNI-Zf=mo,positive,"Fitur yg sangat lengkap untuk mempermudah hasil transaksi saya,dan POST payment ini sudah bisa diterima oleh semua pembayaran e-wallet sehingga sangat mudah melakukan pembayaran transaksi di toko sayadan sangat mudah kelola Toko dengan fitur2 yg sudah tersedia",5,1,1.23.0,2021-01-21 11:54:58,"Hai Taufik Taufik, terima kasih atas kepercayaannya sudah menggunakan layanan POST. Review Kamu sangat berarti bagi Kami untuk memberikan pelayanan yang lebih baik lagi. Jika ada kritik dan saran ataupun informasi yang masih dibutuhkan, silahkan menghubungi Kami di cs@post.app. Semoga bisnis kamu semakin maju dan lancar ya. Salam-PR #BisnisPasti...",2021-01-21 12:23:25
494,0b4a2ff2-4fc6-4a15-ac3b-65d7d58ddfa0,Halim and Family,https://play-lh.googleusercontent.com/a/AEdFTp7p8WHh2fIKcLtsZqC3y8OiOGUa-RWl7ttuUQgC=mo,positive,mantap,5,0,1.32.1,2021-10-16 12:49:35,"Hai POSTpreneur Nissa Hafiza, Kami senang mengetahui kamu memiliki pengalaman yang baik dalam menggunakan aplikasi kasir POST., Terima kasih telah mempercayakan bisnis-mu pada POST.",2021-12-16 11:08:33
1178,8eb66e0b-ec83-4005-a83e-cd806500f906,Reksahari Y Mamonto,https://play-lh.googleusercontent.com/a-/AD5-WCm_duoZOrjCEDGRGGIXwP3iWNdCO_PLejjetgB4ew,positive,Aplikasinya bagus. Cuman ga bisa kirim struk digital,5,0,,2020-07-16 11:43:30,"Hai Reksa Hari, Terima kasih sudah menggunakan aplikasi dan layanan POST. Kirim struk digital bisa dilakukan pada aplikasi POST dengan tujuan melalui email. Semoga hari kamu menyenangkan. Salam-Vr",2020-07-17 6:20:55
816,7f778710-0ecd-48fa-b271-4ff3c3213175,Chusnul Marati,https://play-lh.googleusercontent.com/a/AEdFTp7L-YCajSg9xeIwico3TyJfX3Puu8mTYwyyJul2=mo,positive,Sangat membantu usaha car wash saya. Saat ini banyak sekali customer saya yang menanyakan tentang pembayaran via e-wallet. Kini kelola bisnis bisa lebih mudah melalui aplikasi POST krn sdh menyediakan sistem pembayaran e-wallet. Recomended untuk yang punya bisnis yg memerlukan pembayaran e-wallet. Terima kasih POST,5,0,,2021-01-26 8:16:57,"Hai Chusnul Marati, terima kasih atas kepercayaannya sudah menggunakan layanan POST. Review Kamu sangat berarti bagi Kami untuk memberikan pelayanan yang lebih baik lagi. Jika ada kritik dan saran ataupun informasi yang masih dibutuhkan, silahkan menghubungi Kami di cs@post.app. Semoga bisnis kamu semakin maju dan lancar ya. Salam-PR #BisnisPast...",2021-01-26 8:45:11
984,5188c87c-7c2d-4d13-bd4f-cd172ea3d77a,Stonez Blessyou,https://play-lh.googleusercontent.com/a/AEdFTp4x62fATJSdUsvaNjK5zkNETZiH6PrszDokhWRf=mo,negative,Ngga bisa si instal gagal teruss,1,0,,2020-11-23 21:56:44,"Hai Stonez Blessyou,Mohon maaf atas ketidaknyaman yang kamu alami ya. Terkait kendala kamu mohon dapat melakukan pelaporan kepada kami di cs@post.app ya dengan melampirkan screnshoot kendala kamu ya. Salam-R",2020-11-24 2:40:18
350,5aca3d9d-6e33-4fd5-96d0-71a45daeb2e0,rendy rivaldi,https://play-lh.googleusercontent.com/a-/AD5-WCncT62r-w7M9wweU5CzZjvTeiSlzFFG94pW66qU,neutral,Nc,5,0,1.38.1,2022-03-29 17:29:09,"Hai POSTpreneur rendy rivaldi, Kami senang mengetahui kamu memiliki pengalaman yang baik dalam menggunakan aplikasi kasir POST., Terima kasih telah mempercayakan bisnis-mu pada POST.",2022-03-30 11:04:27
76,86b53b1c-223a-493b-8b92-22118e4d3ff1,Ani Marisa,https://play-lh.googleusercontent.com/a-/AD5-WCkMZTkGL5wq2WHkwdq9Wx3vezLOGSkx10NBMaBp,positive,Baru download dan baru pake Alhamdulillah membantu bngt buat yg awal usaha Smoga aplikasi tetep sederhana tetep lancar gda gangguan,4,0,1.42.5,2022-08-09 10:51:50,Hai POSTpreneur Ani Marisa. Terima kasih karena telah menggunakan aplikasi kasir POST. Kami sangat senang dapat membantu dan memudahkan kamu dalam usaha Anda. Kami harap Anda selalu memiliki pengalaman yang menyenangkan di aplikasi kasir POST. Terima kasih telah mempercayakan bisnis-mu pada POST.,2022-08-09 13:23:58
823,6e7bb229-6786-4d28-80e5-ea1a92b4daba,Kopat Ajino,https://play-lh.googleusercontent.com/a/AEdFTp4ez7mQjk3_p0-3F02cCBDgi2Szmt2h-bR-Z5K1=mo,positive,"Semenjak saya dan keluarga saya mengunakan aplikasi PoST payment ini, bisnis saya jadi lebih mudah karna telah di bantu fitur2 ewallet yang ada di sistem post.",5,0,,2021-01-25 23:00:52,"Hai Kopat Ajino, terima kasih sudah menggunakan aplikasi dan layanan POST. Kami senang mengetahui kamu memiliki pengalaman yang baik dalam menggunakan aplikasi POST. Nantikan fitur menarik kembali di POST ya. Salam-R #BisnisPastiPOST",2021-01-26 1:19:40
999,ef6e2c6e-83d3-4975-8bc3-ff23f415370b,Toko Outdoor Inhu,https://play-lh.googleusercontent.com/a/AEdFTp64IQ2Jl4A7uGliop387y9zerCpBwf5kzpJcvsw=mo,positive,"Aplikasi kasir ini sangat rekomended banget untuk usaha kuliner ataupun yang lainnya,kita bisa tau jumlah produk yang kita jual dan pembayaran nya tidak hanya uang cash saja,bisa pakai aplikasi yang mendukung POST tsbt.",5,0,1.12.0,2020-11-20 4:38:51,"Hai Jamilan Alwi Nopa, SE, terima kasih atas kepercayaannya sudah menggunakan layanan POST. Review Kamu sangat berarti bagi Kami untuk memberikan pelayanan yang lebih baik lagi. Jika ada kritik dan saran ataupun informasi yang masih dibutuhkan, silahkan menghubungi Kami di cs@post.app. Semoga bisnis kamu semakin maju dan lancar ya. Salam-Vr #Bis...",2020-11-20 6:36:58
787,35cebdfd-c693-43e2-b8e1-e52cd912b362,Iqbal Jubay,https://play-lh.googleusercontent.com/a/AEdFTp56Eoi2B35gFf0mkkAdd-O-XQRAL2C0Gu83_iMg=mo,positive,Sangat membantu,5,0,1.23.0,2021-02-03 9:55:38,"Hai Iqbal Jubay, terima kasih atas review yang disampaikan. Semoga kami bisa memberikan pelayanan yang lebih baik lagi ke depannya. Jangan ragu untuk memberikan saran untuk kami yang bisa disampaikan via email ke cs@post.app. Semoga bisnis kamu semakin maju dan lancar ya. Salam-PR #BisnisPastiPOST",2021-02-03 10:00:43
778,6263f77f-e74e-4f43-b519-c51b947a3006,Dede Haryanto,https://play-lh.googleusercontent.com/a-/AD5-WClLStcblnGxkL_ErObEIIEDWdBZ3jSuDzbZ55pPZw,positive,"Salam sejatra semua saya merasa senang terhadap Post; Aplikasi kasir , poin of sale sangeut membantu trimakasih Dede Haryanto 1F porpil 1Facebook modelator Grup publik pemegang amanah dan amanat dari BPK Bungkarno dari Bandung Jawa barat indonesion",5,1,,2021-02-09 8:31:28,"Hai Dede Haryanto, terima kasih sudah menggunakan aplikasi dan layanan POST. Kami senang mengetahui kamu memiliki pengalaman yang baik dalam menggunakan aplikasi POST. Semoga bisnis kamu semakin maju dan lancar ya. Salam- A#BisnisPastiPOST",2021-02-09 8:46:49
861,bebdeca2-5874-4157-a762-bf6c3f56ad70,Ulfiatul Fitroh,https://play-lh.googleusercontent.com/a/AEdFTp4llrFFhZjzjdWjRfPzOB10d5wSpWnTgNwzTFuu=mo,positive,"Aplikasi yg bagus buat mengelola bisnis saya dgn mudah,dan sudah bisa menerima pembayaran semua ewallet di post payment",5,0,,2021-01-23 1:48:32,"Hai Ulfiatul Fitroh, terima kasih atas review yang disampaikan. Kami harap Kamu memilki pengalaman menyenangkan dengan kami. Apabila Kamu memiliki pertanyaan atau kendala silakan menginformasikan melalui email cs@post.app ya. Semoga bisnis kamu semakin maju dan lancar ya. Salam-PR #BisnisPastiPOST",2021-01-23 4:09:53
630,fd956e35-dc08-4361-8775-aeeb847fc2d7,Lalu Mutawalli,https://play-lh.googleusercontent.com/a/AEdFTp7lIczq-nOyz__GNDlwvIF0cT1Lj7_fXJX8dk6v=mo,positive,"Aplikasi bagus, mudah untuk pembuatan struk dan perekaman transakasi. Satu menjadi kekurangan untuk model bisnis saya jasa sablon. Kekurangan pada saat costumer melakukan pembayaran dengan model DP (uang muka) setelah pesanan jadi baru customer melunasi sisa pembayaran. Cz Rata2 customer saya melakukan pembayaran dengan metode DP. Semoga bisa ada tambahan fitur dengqn metode pembayaran DP.",4,20,1.27.0,2021-07-04 22:53:49,"Hai Lalu Mutawalli, terima kasih atas feedback yang diberikan. Kritik dan saran kamu akan kami teruskan ke tim untuk evaluasi dan pengembangan fitur aplikasi kedepannya. Kami akan selalu berusaha semakin baik lagi agar kenyamanan pelanggan bisa sepenuhnya terpenuhi. Salam -My #BisnisPastiPOST",2021-07-06 8:46:11
44,ae1c373f-7b23-420a-b0d7-b02c06d0701c,abdul Rasyid,https://play-lh.googleusercontent.com/a-/AD5-WCml47aGYYyPyIxouJGb3ky57KRnADX_9F8srn0C,negative,Tdk paham,1,0,,2022-10-26 3:57:07,"Hai POSTpreneur abdul Rasyid, silakan kirimkan detail kendala yang kamu alami beserta file foto atau gambar kendala tersebut melalui Live Chat atau email cs@post.app agar dapat kami bantu. Terima kasih telah mempercayakan bisnis-mu pada POST.",2022-10-27 3:42:12
1401,f38faf3c-0912-4077-975e-4e30f1cbf163,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,positive,Ok,5,0,1.0.0,2020-01-31 9:33:03,"Hi Kak kurnia widyastuti, terima kasih karena telah setia menggunakan layanan POST. Kami sangat senang dapat membantu dan memudahkan kakak dalam mengatur transaksi serta pencatatan bisnis. Kami harap Kakak selalu memiliki pengalaman yang menyenangkan menggunakan aplikasi POST. Terima kasih. :) -Nia",2020-04-27 5:06:44
1074,a9baa0ea-3837-4786-b57f-a8829515c8b3,Ahmad Agus S,https://play-lh.googleusercontent.com/a-/AD5-WCnRG6N6hTmJy2YLsKWKkzm7FZPITmeV4B-Pp-NDvA,positive,Mantul mantapppp,5,0,1.16.0,2020-10-17 9:12:43,"Hai Mlaku Dolan, terima kasih sudah menggunakan aplikasi dan layanan POST. Kami senang mengetahui kamu memiliki pengalaman yang baik dalam menggunakan aplikasi POST. Semoga bisnis kamu semakin maju dan lancar ya. Salam-Vr #BisnisPastiPOST",2020-10-17 9:24:23
1102,68bdc417-5216-4bfc-a22c-c23fa5adb9e1,mujito mujitohadiwiyono,https://play-lh.googleusercontent.com/a/AEdFTp48rCOW8IUdvoI0-vRb5CHEnvWhL7iCGCT1mCMz=mo,positive,Saya suka design bagus. Bisa integrasi payment system juga. Semoga makin banyak fitur lainnya ya terutama untuk mendukung loyalty pelanggan,5,12,1.12.0,2020-09-09 9:28:04,"Terima kasih Mujito atas harapan dan sarannya, berkat dukungan kamu juga, kami dapat terus berkembang. Kami senang mengetahui kamu memiliki pengalaman yang baik dalam menggunakan aplikasi POST. Semoga hari kamu menyenangkan. Salam-TAS",2020-09-09 9:35:02
461,4f50a0ae-39d9-4606-a206-e64b6785c38d,Ridwan Taufik,https://play-lh.googleusercontent.com/a-/AD5-WCllWdK-SSg0vTBhER33CmEJ1BXnn4h-NpNDUkHK,negative,Kurang bagus... Cara penjualanya.. Kecew,1,0,1.33.2,2021-10-31 15:21:45,"Hai POSTpreneur Ridwan Taufik, bantu kami menjadi lebih baik dengan mengirimkan saran dan kritik kamu terkait aplikasi kasir POST melalui Live Chat atau email cs@post.app.Terima kasih telah mempercayakan bisnis-mu pada POST.",2021-11-29 6:29:55
239,309e3adc-68eb-4037-9e30-3d2e0903ecc1,zubaidah amin,https://play-lh.googleusercontent.com/a-/AD5-WCl5bDg5bckY4OoBXj3munxxPRGNydp3F93xPL0cnw,positive,Aplikasinya sangat membantu sekali untuk usaha saya semua transaksi sekarang gak tercecer lagi tercatat dengan baik,5,0,1.40.1,2022-06-16 4:23:36,"Hai POSTpreneur zubaidah amin, Terima kasih karena telah setia menggunakan aplikasi kasir POST. Kami sangat senang dapat membantu dan memudahkan kamu dalam usaha Anda. Kami harap Anda selalu memiliki pengalaman yang menyenangkan di aplikasi kasir POST. Terima kasih telah mempercayakan bisnis-mu pada POST.",2022-06-17 3:15:45
247,964d9508-1b58-4ac4-ba38-83279662e445,Orang Waras,https://play-lh.googleusercontent.com/a/AEdFTp4755ojtlGc8Ga-4Rz42i3GlavcSe75UmGRIkpP=mo,positive,"Aplikasi post app rekomendasi banget,karena cocok untuk pembisnis kayak aku dan semua transaksi gak kececer lagi.Kalau download gak akan rugi!",5,0,,2022-06-16 3:56:31,"Hai POSTpreneur Orang Waras, Kami senang mengetahui kamu memiliki pengalaman yang baik dalam menggunakan aplikasi kasir POST., Terima kasih telah mempercayakan bisnis-mu pada POST.",2022-06-01 10:03:04
651,635454b9-1097-4397-941d-de55431066b0,amanda jung,https://play-lh.googleusercontent.com/a-/AD5-WClEOG_Pvlqoixp1HkdeQHzq5IfpNlQq-GPkGEan,negative,Tidak bisa buat akun baru. Susah masuknya,3,1,1.26.3,2021-06-01 14:29:42,"Hai Amanda Jung, sangat disayangkan kamu mengalami kendala dalam membuat akun baru. Agar dapat kami bantu, mohon laporkan kendala tersebut melalui pusat bantuan Live Chat yang ada di aplikasi/dashboard ya, agar dapat kami tangani secepatnya 24/7. Semoga bisnis kamu semakin maju dan lancar ya. Salam-My #BisnisPastiPOST",2021-07-06 8:01:29
558,415f9f1d-eda8-4a86-88f2-56b04c76d46b,Eno Ju,https://play-lh.googleusercontent.com/a/AEdFTp4P8TfjXw3mBSkP7B9Lyt5pH3CUSIkpuh46CFeGYA=mo,positive,Membantu untuk berbisnis sepertinya,1,0,1.29.0,2021-08-27 14:33:36,"Hai Eno Ju, terima kasih atas kepercayaan kamu pada aplikasi dan layanan POST. Kami senang mengetahui kamu memiliki pengalaman yang baik dalam menggunakan aplikasi POST. Jika ada kritik dan saran ataupun informasi yang dibutuhkan, silahkan hubungi kami di cs@post.app. Semoga bisnis kamu semakin maju dan lancar ya. Salam-My #BisnisPastiPOST",2021-08-30 6:03:54
847,ac826ea1-b9b6-4140-8960-6118bd24100f,Fahmy Fadhil,https://play-lh.googleusercontent.com/a/AEdFTp5P22z0vcSG18gSIg_uS55cUHSh_Pj9eAil2LRq=mo,negative,Gak jelas,1,0,,2021-01-24 6:10:13,"Hai Fahmy Fadhil, mohon maaf atas ketidaknyamanannya, jika kamu mengalami kendala, saran dan kritik dengan aplikasi POST, mohon bantuan nya melaporkan hal tersebut ke email cs@post.app agar dapat kami bantu pengecekan ya. Semoga bisnis kamu semakin maju dan lancar ya. Salam-PR #BisnisPastiPOST",2021-01-24 6:19:54
303,1915bc22-dec7-4f35-8c63-66865aafdb79,eko prasetyo,https://play-lh.googleusercontent.com/a/AEdFTp4dJddYGhNOkZxOj5_4Q4KMUbXd0LjcDEJQldPw=mo,negative,muter muter mulu pairing ke printer,1,0,,2022-05-23 2:06:17,"Hai POSTpreneur eko prasetyo, mohon maaf atas ketidaknyamanannya. Silakan kirimkan detail kendala yang kamu alami beserta file foto atau gambar kendala tersebut melalui Live Chat atau email cs@post.app untuk kami bantu pengecekan. Terima kasih telah mempercayakan bisnis-mu pada POST.",2022-05-25 1:06:26
198,081727b4-f4fe-4263-8606-70b7f3bbd128,Reza Akbar darmawan,https://play-lh.googleusercontent.com/a-/AD5-WClVTk7kjaLAljZu8N3s_d6MPHS1fNK4jLpIVRAf,negative,Habis di instal tidak bisa di buka,1,0,1.40.1,2022-06-19 4:20:53,"Hai POSTpreneur Reza Akbar darmawan, mohon maaf atas ketidaknyamanannya. Silakan kirimkan detail kendala yang kamu alami beserta file foto atau gambar kendala tersebut melalui Live Chat atau email cs@post.app untuk kami bantu pengecekan. Terima kasih telah mempercayakan bisnis-mu pada POST.",2022-06-22 5:41:02
1067,5e71e9e0-6f8e-4958-84ca-e281c33d5c19,like Hip hop,https://play-lh.googleusercontent.com/a/AEdFTp41_B2hec1b6yGP2hHHk-8_BxYPiK16cKiYvaTM=mo,neutral,Sambil belajar menyayi,1,0,,2020-10-28 15:04:48,"Hai like Hip hop, mohon maaf atas ketidaknyamanannya. Silahkan kirimkan detail kendala yang Kamu alami beserta file foto atau gambar kendala tersebut melalui email cs@post.app untuk kami bantu pengecekan. Salam-Vr #BisnisPastiPOST",2020-10-29 1:17:05
413,76e9943c-ef40-4469-ad1b-6f8b6d6e6428,Yani Naisanu,https://play-lh.googleusercontent.com/a-/AD5-WCmA86ozX1XZMXjNfYz6MN-SgQUTXTe_hdkLoIhQ6w,positive,mudah digunakan gak ribet bisa terima semua pembayran dan pembayarannya juga gampang👍👍,5,0,,2021-11-15 8:11:29,"Hai POSTpreneur Yani Naisanu, Terima kasih karena telah setia menggunakan aplikasi kasir POST. Kami sangat senang dapat membantu dan memudahkan kamu dalam usaha Anda. Kami harap Anda selalu memiliki pengalaman yang menyenangkan di aplikasi kasir POST. Terima kasih telah mempercayakan bisnis-mu pada POST.",2021-11-26 15:08:38
829,f11c49a7-c59d-41a0-94e1-0849b7d5e8ae,Nita Kurniasih,https://play-lh.googleusercontent.com/a-/AD5-WClUK5qcFI0Ks9EcF8jI3NVGMh2tBnKTUPVhYFqbLiA,positive,Mantapp banget aplikasinya,5,0,,2021-01-25 11:33:15,"Hai Nita Kurniasih, Terima kasih sudah memberikan rating bintang 5 dan feedback yang diberikan, Kami sangat senang dapat membantu dan memudahkan Kamu dalam melakukan transaksi dan fitur lainnya. Kami harap Kamu selalu memiliki pengalaman yang menyenangkan menggunakan aplikasi POST. -i-",2021-01-25 12:01:08
365,4dd94425-59aa-47da-a3ae-fb03d0ffe017,cristopher lim,https://play-lh.googleusercontent.com/a-/AD5-WClXK-CFKp-TufFDlz2JLtHbc7QvtyvB3a-jXpOY0w,neutral,Gimana caranya untuk namabah cabang dan outlet serta cara melihat penghasilan cabang perusahaan,5,0,,2022-02-23 6:31:39,"Hai POSTpreneur cristopher lim, untuk menambah outlet ada di menu 'Kelola Toko' lalu pilih 'Daftar Outlet' pada submenu Outlet, kemudian Tambah Baru. Dan untuk melihat penghasilan cabang ada pada Laporan. Apabila membutuhkan bantuan lain silakan menghubungi Live Chat kami di menu 'Bantuan' ya. Terima kasih telah mempercayakan bisnis-mu pada POST.",2022-02-23 14:49:17
233,b23f2284-5184-4488-b8ac-750f84d610c9,Suhartini Polman,https://play-lh.googleusercontent.com/a/AEdFTp7w2BDWqf0KuPG7vs2ZX8qw-ScEdrrnwYn_M8Wz=mo,positive,"Wah ini nih yang kita tunggu-tunggu aplikasi yang sangat memudahkan kita saat bertransaksi,bisa terima semua pembayaran dan aku suka sekali dengan aplikasi ini",5,0,1.40.1,2022-06-16 7:00:06,"Hai POSTpreneur Suhartini Polman, Terima kasih karena telah setia menggunakan aplikasi kasir POST. Kami sangat senang dapat membantu dan memudahkan kamu dalam usaha Anda. Kami harap Anda selalu memiliki pengalaman yang menyenangkan di aplikasi kasir POST. Terima kasih telah mempercayakan bisnis-mu pada POST.",2022-06-17 3:21:10
916,a3fd2e11-44b2-4974-9fc3-77467d1c252f,Meydi Rifani,https://play-lh.googleusercontent.com/a-/AD5-WCkSvpHs2fB_1HYFhQUNnEuD3bZ0D96i2O3fnaw5iVU,positive,Mudah di pahami,5,0,,2021-01-19 15:50:42,"Hai Meydi, Terima kasih banyak ya atas komentar keren dan bintang limanya. Jika ada yang bisa kami bantu silakan hubungi 021- 5011 2000 atau email ke cs@post.app atau Live Chat kami ya. Semoga hari kamu menyenangkan :) -H-",2021-01-20 3:50:57
605,f3c4790c-8d24-4711-9329-f0ba84b58e0c,Mputze Betta,https://play-lh.googleusercontent.com/a/AEdFTp5SLy3zH-HtfJ2_Q1blXTlZUDoKwJrp4KMLEB4=mo,positive,sangat membatu dalam cetak struk uasaha saya mksh post rekomend deh pokoknya🙏👍,5,2,1.28.1,2021-07-26 8:34:01,"Hai Mputze Betta , terima kasih atas kepercayaan kamu pada aplikasi dan layanan POST. Kami berharap kamu memiliki pengalaman yang baik dalam menggunakan aplikasi POST. Jika ada kritik dan saran ataupun informasi yang dibutuhkan, silahkan hubungi kami di cs@post.app. Semoga bisnis kamu semakin maju dan lancar ya. Salam-My #BisnisPastiPOST",2021-07-26 15:02:35
549,d6c2327d-03f2-4c81-8c00-7dc42231e7fb,Jora Joratri,https://play-lh.googleusercontent.com/a-/AD5-WCl05fGuis6FRmHL3lTUkJOvoZHl2kPyTIWxiraJqw,neutral,Saya blm coba karena masih bingung kalau untuk produk handmade masuk ke kategori yg mana? Saya menjual produk rajutan terutama boneka.,5,23,1.30.0,2021-09-02 5:05:10,"Hai Jora Tatipata, untuk saat ini kamu bisa pilih kategori Lain-lain terlebih dahulu. Untuk informasi lebih lanjut silakan hubungi kami melalui pusat bantuan Live Chat yang ada di aplikasi/dashboard ya, agar dapat kami tangani secepatnya 24/7. Semoga bisnis kamu semakin maju dan lancar ya. Salam-My #BisnisPastiPOST",2021-09-14 15:32:27
820,c969e397-0c0d-4854-9006-f71b59167dfc,nofra fauzi,https://play-lh.googleusercontent.com/a-/AD5-WCnrshF8vUKdzzozUZffpqQfw0S8LKjls1hQCXxBfQ,positive,terbaik lah aplikasinya,5,0,1.23.0,2021-01-26 3:55:45,"Hai nofra fauzi, terima kasih sudah menggunakan aplikasi dan layanan POST. Kami senang mengetahui kamu memiliki pengalaman yang baik dalam menggunakan aplikasi POST. Semoga bisnis kamu semakin maju dan lancar ya. Salam- R #BisnisPastiPOST",2021-01-26 4:19:42
275,8202e0c3-5dcf-47cf-80ea-3710fc1e2ca7,FIKRI DIRHAM,https://play-lh.googleusercontent.com/a-/AD5-WCkBTWr8gCMLCdJDJ1a20jQzcWOlA3ls2VQx9vn62g,positive,"Aplikasi nya bagus , tampilan fitur Dan menu nya Keren , pokonya wajib pake , sangat membantu aplikasinya",5,0,1.40.1,2022-05-30 18:10:29,"Hai POSTpreneur FIKRI DIRHAM, Kami senang mengetahui kamu memiliki pengalaman yang baik dalam menggunakan aplikasi kasir POST., Terima kasih telah mempercayakan bisnis-mu pada POST.",2022-06-02 10:18:18
259,b44b94d1-544c-4e5b-a1e1-0c742c7c999c,Faiz Abi,https://play-lh.googleusercontent.com/a/AEdFTp7GsSFv2dtclMyIMMVg8DpdrQ1DLIqWsZNQ_0DG=mo,positive,Sangat membantu usaha saya. Terima kasih post,5,0,1.40.1,2022-06-04 11:33:46,"Hai POSTpreneur Faiz Abi, Terima kasih karena telah setia menggunakan aplikasi kasir POST. Kami sangat senang dapat membantu dan memudahkan kamu dalam usaha Anda. Kami harap Anda selalu memiliki pengalaman yang menyenangkan di aplikasi kasir POST. Terima kasih telah mempercayakan bisnis-mu pada POST.",2022-06-05 12:35:36
43,e66e3f7a-dc0e-40fd-b723-f93a941df50c,Eki Fernando,https://play-lh.googleusercontent.com/a/AEdFTp4GeoNJ0uGnmKFyHUgcRTWs_6mHhLb76fVkrATA=mo,negative,Suka eror sendiri ga jelas bikin kecewa,3,0,,2022-10-26 10:03:53,"Hai POSTpreneur Eki Fernando, mohon maaf atas ketidaknyamanannya. Silakan kirimkan detail kendala yang kamu alami beserta file foto atau gambar kendala tersebut melalui Live Chat atau email cs@post.app untuk kami bantu pengecekan. Terima kasih telah mempercayakan bisnis-mu pada POST.",2022-10-27 5:14:41
1039,665949fb-3897-4d45-b97b-cf5a72aa54b3,Okd Bzzn,https://play-lh.googleusercontent.com/a/AEdFTp64MvLrn72xNFlrlQF2BxIk2M8gG6DBRjUbRDN2=mo,positive,Aplikasinya sangat membantu untuk usaha,5,0,1.17.2,2020-11-09 2:51:31,"Hai Okd Bzzn, terima kasih sudah menggunakan aplikasi dan layanan POST. Kami turut senang dapat membantu usaha kamu.Semoga kamu bisa terus memberikan pelayanan yang terbaik untuk kamu. Sukses terus untuk usahanya :). Salam-R #SuksesBarengPOST",2020-11-09 3:12:25
934,34af5636-8874-486c-8237-91781473c0d4,Esti Sembiring,https://play-lh.googleusercontent.com/a-/AD5-WCn0ArxdjpHXSiIXCI7AdZFWPOvoukjOwauOIEqvFA,positive,MANTAPPP!,5,0,,2021-01-04 8:06:39,"Hai Esti, terima kasih karena telah menggunakan aplikasi dan layanan POST. Kami senang mengetahui kamu memiliki pengalaman yang menyenangkan dalam menggunakan aplikasi POST. Tetap setia pada POST ya! Salam-N #BisnisPastiPOST",2021-01-04 11:37:50
