author_id,name,username,created_at,text,sentimen
,MyPertamina,MyPertaminaID,10/10/2022 5:07,Informasi lebih lengkap silahkan kunjungi website  https://t.co/Zg41GkB6yH atau hubungi Pertamina Call Center di 135.  #MyPertamina #Call135 #SubsidiTepatSasaran #PasUntukSemua,neutral
,Pertamax Series ID,pertamaxseries,10/10/2022 6:06,SEMANGAT SEMANGAT SEMANGAT!  Senin itu harus semangat! Seperti Pertamax yang selalu bisa jadi penyemangat bagi si mesin kendaraan agar terus bisa menemani kita dalam menjemput impian 💙  Happy Monday ya 🤗  #JadiPilihanPas #PerfectionInPerformance #LebihBaikPertamax #MyPertamina  https://t.co/ONe3KGafvd,neutral
,,,10/10/2022 7:11,"Simak, Ini Cara Daftar BBM Subsidi Via Website MyPertamina  https://t.co/zFmny95FG3",neutral
,,,10/10/2022 7:21,"Ketersediaan BBM dijamin oleh Presiden, kalau ada syarat aneh2 selain myPertamina, itu SPBUnya yang aneh ! Daerah Istimewa Yogyakarta Harga BBM Yogyakarta #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran  https://t.co/lJduTXkRlk",neutral
,,,10/10/2022 9:02,5. WAJIB Download aplikasi MyPertamina dan LinkAja. 6. Akun jangan di private ya Sob 7. Periode hingga tanggal 8 Oktober 2022  #GiveAway #TebakanAsik #PatraNiagaRJBT #Pertamina,neutral
,,,10/10/2022 9:45,@PatraNiagaRJBT 1. mypertamina 2.dexlite 3.avtur  @sita_yashir @migroplus @iyandjohan,neutral
,,,10/10/2022 9:47,"@PatraNiagaRJBT Mendatar : 1. MyPertamina, Menurun : 1.Dexlite 2. Avtur",neutral
,,,10/10/2022 12:42,Gakusah banyak aca ucu bikin aplikasi mypertamina lah kalo di beberapa (kebanyakan) merchant lo aja cuma bisa transaksi cash @pertamina @MyPertaminaID,bad
,,,10/10/2022 12:46,@PatraNiagaRJBT @PatraNiagaRJBT @pertamina  Jawabannya adalah  Mendatar : 1. MYPERTAMINA Menurun : 1. DEXLITE 2. AVGAS #GiveAway #TebakanAsik #PatraNiagaRJBT #Pertamina  Ayo ikutan gaes  @jaiezt_jaiezt  @jnoverico  @AyaNietz,neutral
,,,10/10/2022 12:48,@PatraNiagaRJBT Mendatar : 1. MYPERTAMINA Menurun : 1. DEXLITE 2. AVGAS  @riiekaoktaveani @maelha_31 @maniramanique,neutral
,,,10/10/2022 12:55,@PatraNiagaRJBT @PatraNiagaRJBT @pertamina  Mendatar : 1. MYPERTAMINA  Menurun : 1. DEXLITE 2. AVGAS,neutral
,,,10/10/2022 17:13,@PatraNiagaRJBT Jawabannya adalah  Mendatar: MyPertamina  Menurun:  Dexlite Avgas  @ddoktfn_  @azizahnnur2  @SitiNurlaela_F,neutral
,,,10/10/2022 21:02,@PatraNiagaRJBT Mendatar : 1. MYPERTAMINA Menurun : 1. DEXLITE 2. AVGAS @wide_win8 @aarba_inaah @HaykalBjm,neutral
,,,10/10/2022 22:48,@PatraNiagaRJBT Mendatar : 1. MYPERTAMINA Menurun : 1. DEXLITE 2. AVGAS.   Segera ikut :  @tariledi  @dewanti9944  @syahroni_aj   #GiveAway #TebakanAsik #PatraNiagaRJBT  #Pertamina,neutral
,,,10/10/2022 22:58,"@MyPertaminaID ""subsidi tepat"" yang tidak tepat -&gt; mypertamina data tidak bisa diakses dibuka ke publik.  (memperkaya bandar, pemilik SPBU, memanfaatkan ketidaktahuan masyarakat)",bad
,,,10/10/2022 23:33,@MyPertaminaID Kenapa dalam pendaftaran mobil di aplikasi mypertamina ditolak min,bad
,,,10/12/2022 6:05,"Udh topup semua duit bensin ke linkaja, @pertamina terogong gabisa bayar pake mypertamina. Aplikasi gunanya buat apa dong 😊",bad
,,,10/12/2022 6:42,"@MyPertaminaID min apakah password login di web dengan di aplikasi berbeda? Saya bisa klaim barcode via website tapi apabila klaim dari aplikasi MyPertamina selalu saja password dibilang salah, padahal sama aja dengan password klaim di website",bad
,MyPertamina,MyPertaminaID,10/12/2022 6:52,"Enaknya hidup di jaman sekarang, tuker informasi gampang dan cepet banget, cukup buka platform sosial media bisa langsung tau segala berita, iya nggak, sob?  #MyPertamina #Call135 #PasUntukSemua",neutral
,MyPertamina,MyPertaminaID,10/12/2022 6:52,"Jangan lupa, poin MyPertamina juga bisa ditukerin sama penawaran menarik loh, udah gitu gampang bangeeetttt!~  #MyPertamina #Call135 #PasUntukSemua  https://t.co/0DYSHkvhYs",neutral
,MyPertamina,MyPertaminaID,10/12/2022 6:52,"Bayangin aja, kamu bisa tuker poin MyPertamina jadi voucher makan, nonton, belanja, merchandise pokoknya masih banyak lagi. Yuk, terus bertransaksi dengan aplikasi MyPertamina, sob!  #MyPertamina #Call135 #PasUntukSemua  https://t.co/PjOHtkGc5Z",neutral
,,,10/12/2022 7:40,"@rsyarief @ganjarpranowo @DivHumas_Polri @bphmigas @poldajateng_ @pertamina Sebenarnya SPBU sdh dibekali juknis utk pengisian biosolar subsidi spt pencatatan nopol, maksimum pengisian berdasarkan jenis kendaraan dll. Sembari menghimbau masyarakat utk segera mendaftarkan kendaraannya melalui aplikasi mypertamina agar memperoleh QR Code.",good
,,,10/12/2022 8:26,"Di SPBU deket rumah sudah mulai berlakuin self service buat pengguna apps mypertamina. Iyaa gpp sih, tapi antriannya itu loh buk pak 😩 Kok makin panjang dan lamaaaaa",bad
,MyPertamina,MyPertaminaID,10/12/2022 8:28,"@perempuansulung Hai, Sobat. Mohon maaf atas ketidaknyamanan yang dialami. Mohon dipastikan sinyal dan pulsa mencukupi silakan dapat sobat coba secara berkala ya atau silakan sobat dapat menghubungi kami melalui Video Call di aplikasi MyPertamina atau melalui link  https://t.co/nu2UztJENl.Tks.Emil",neutral
,,,10/12/2022 8:45,"@MyPertaminaID Halo min.. solusi untuk ""Nomor Polisi xxxx sudah terdaftar menggunakan bahan bakab Bio Solar"" gimana ya.. padahal di aplikasi MyPertamina sudah benar Pertalite",bad
,,,10/12/2022 10:15,Daftar mypertamina sampai sekarang ga bisa2. 🥲,bad
,Pertamax Series ID,pertamaxseries,10/12/2022 10:28,"Tetap waspada dan selalu berhati-hati saat berkendara terutama di tengah musim hujan saat ini ya. Ingat, keselamatan dalam berkendara adalah hal utama yang harus kita prioritaskan!  Stay safe semuanya 💙  #JadiPilihanPas #PerfectionInPerformance #LebihBaikPertamax #MyPertamina  https://t.co/TCQ3zxZ63F",neutral
,MyPertamina,MyPertaminaID,10/12/2022 12:22,TERIMA KASIH DUKUNGANNYA!  Congratulations! Tahun ini MyPertamina berhasil menjadi salah satu pemenang pada ajang Marketeers Editor's Choice Award 2022 dan memperoleh penghargaan Innovative Digital App of the Year 🥳  https://t.co/RoXCfhkaLj,neutral
,MyPertamina,MyPertaminaID,10/12/2022 12:22,Penghargaan ini tentunya juga sekaligus menjadi motivasi bagi MyPertamina untuk terus berkembang menjadi lebih baik!  Terima kasih banyak juga kami ucapkan kepada seluruh Sobat MyPertamina atas dukungan serta kepercayaannya selama ini 🤗👏🏼  #MyPertamina #Call135 #PasUntukSemua,neutral
,Dex Series,DexSeriesID,10/12/2022 12:22,TERIMA KASIH DUKUNGANNYA!  Congratulations! Tahun ini MyPertamina berhasil menjadi salah satu pemenang pada ajang Marketeers Editor's Choice Award 2022 dan memperoleh penghargaan Innovative Digital App of the Year 🥳  #MyPertamina #Call135 #PasUntukSemua  https://t.co/nCRfm1y6cR,neutral
,Dex Series,DexSeriesID,10/12/2022 12:23,Penghargaan ini tentunya juga sekaligus menjadi motivasi bagi MyPertamina untuk terus berkembang menjadi lebih baik!  Terima kasih banyak juga kami ucapkan kepada seluruh Sobat MyPertamina atas dukungan serta kepercayaannya selama ini 🤗👏🏼  #MyPertamina #Call135 #PasUntukSemua,neutral
,,,10/12/2022 12:33,halo @pertamina135 ini bagaimana ya mau bayar pake mypertamina kok ngga bisa ini errornya belum selesai udah dari minggu kemarin kaya gini 😂😂😂,bad
,brightgas,brightgas_LPG,10/13/2022 2:42,Caranya: 1. Follow Instagram @brightgas dan @mypertamina 2. Screenshot template pesan di Instagram Hightlight “WeBrightTogether” 3. Tuliskan pesan semangat kebaikan versi kamu di template tersebut,neutral
,MyPertamina,MyPertaminaID,10/13/2022 5:01,"Jangan ragu, karena Pertamina Call Center 135 selalu siap membantu!  Kamu juga bisa bertanya seputar produk atau pun layanan melalui call, video call, chat, dan email dari aplikasi MyPertamina!  https://t.co/aJ6jbZvPzT",neutral
,MyPertamina,MyPertaminaID,10/13/2022 5:01,Informasi lebih lengkap silahkan kunjungi  https://t.co/Zg41GkiXkz atau hubungi Pertamina Call Center di 135.  #MyPertamina #Call135 #PasUntukSemua,neutral
,Dex Series,DexSeriesID,10/13/2022 8:09,"Apaan tuh? Wah! ternyata ada mypertamina tebar hadiah! Ayo kumpulkan point dari setiap pembelian Pertamina dex dan tukarkan dengan kupon undian. Menangkan Vespa LX, iPhone13 dan Emas 10gr   #DexCommunity #FWD #DexSeriesID #DurableEngineExtremePerformance #DieselHematBertenaga  https://t.co/CoWMXHQMna",neutral
,Pertamax Series ID,pertamaxseries,10/13/2022 8:12,"Jadi, sudah siap untuk beralih ke #LebihBaikPertamax sekarang?!  #JadiPilihanPas #PerfectionInPerformance #LebihBaikPertamax #MyPertamina #Call135",neutral
,,,10/13/2022 10:14,"@adityasdp Karena ditolak oleh Mypertamina.. pengeluaran BBM jd double tak sesuai ekspektasi diawal kumpulin duit,berharap bisa nenggak BBM Subsidi 😁 Pajak 6 juta sekedar hiasan garasi 😓😓",bad
,,,10/13/2022 11:10,PT Pertamina (Persero) mencatat sebanyak 2.872.924 kendaraan telah didaftarkan ke MyPertamina. Apakah kamu sudah diterima?  https://t.co/eeWUC1t30B,neutral
,,,10/13/2022 12:00,pake MyPertamina dpt e-voucher tiap akhir bulan juga,good
,,,10/13/2022 12:00,"mimin udh daftar MyPertamina, klean udh daftar?",neutral
,,,10/13/2022 12:06,"haii warga colle! boleh minta tolong bantu isi kuesioner sender? syaratnya usia minimal 17 tahun dan tahu aplikasi mypertamïna. sender masih butuh banyak responden nihh, boleh rep/like nanti sender drop linknya. kalo ada yang mau barter juga boleh. thankyouu! [cm]  https://t.co/NWd5lLrJlG",neutral
,,,10/13/2022 13:33,Pendaftar MyPertamina tersebut ditolak mendapatkan BBM bersubsidi karena identitas kendaraan dengan data isian yang diunggah tak sesuai.  https://t.co/yC5hg5kS6t,neutral
,,,10/13/2022 14:17,Pertamina Ungkap Penyebab Banyak Pendaftar MyPertamina Belum Diterima   #Sindonews #BukanBeritaBiasa . https://t.co/XaXUWgFVf6,neutral
,,,10/13/2022 14:18,Terus Bertambah 2 8 Juta Kendaraan Sudah Terdaftar di MyPertamina  https://t.co/ETHjfPqBlG,good
,,,10/13/2022 15:25,@PatraNiagaRJBT Mendatar : 1. MYPERTAMINA Menurun : 1. DEXLITE 2. AVGAS  @mbakmbaknisa  @Dendelion060819  @devintavery,neutral
,,,10/13/2022 15:48,Juara Turnamen MyPertamina Sport Series Basketball Cup Berlatih Bareng Satria Muda Pertamina  https://t.co/xhNUrT1noX,neutral
,,,10/13/2022 15:48,Juara Turnamen MyPertamina Sport Series Basketball Cup Berlatih Bareng Satria Muda Pertamina  https://t.co/svHsz2fsug,neutral
,,,10/13/2022 15:59,Juara Turnamen MyPertamina Sport Series Basketball Cup Berlatih Bareng Satria Muda Pertamina  https://t.co/RrbbN5Y6H9,neutral
,,,10/13/2022 17:08,Juara Turnamen MyPertamina Sport Series Basketball Cup Berlatih Bareng Satria Muda Pertamina  https://t.co/DrrVZdTauY  https://t.co/77aHZnYf8I,neutral
,,,10/13/2022 17:33,"Berkesempatan Latihan Bareng Satria Muda, MyPertamina Sport Series Basketball Cup Disambut Antusias  https://t.co/9hHxNiUcqO",good
,,,10/13/2022 23:03,Lebih dari 900.000 atau 34 persen dari tottal pendaftar MyPertamina ditolak. Pertamina Patra Niaga ungkap penyebabnya.    https://t.co/HpOdWwtvE0,bad
,,,10/13/2022 23:03,Lebih dari 900.000 atau 34 persen dari tottal pendaftar MyPertamina ditolak. Pertamina Patra Niaga ungkap penyebabnya.    https://t.co/IcP7L8WCAj,bad
,,,10/13/2022 23:06,"Pertamina Ungkap 900.000 Pendaftar MyPertamina Ditolak, Apa Sebabnya?  https://t.co/Pf2gU7hGDT",bad
,,,10/13/2022 23:58,"Kendaraan yang Daftar di Sistem MyPertamina Capai 2,8 Juta  https://t.co/qOatBRiPku",good
,Dex Series,DexSeriesID,10/16/2022 5:01,"Jadi, mau offroad-an ke mana akhir pekan ini?   #MyPertamina #Call135 #DexSeriesID #PasUntuksemua",neutral
,,,10/16/2022 6:34,"Mantap! Sudah saatnya pemerintah memberlakukan program ini, agar BBM subsidi lebih tepat sasaran dan lebih terkendali.   Pendaftar MyPertamina Semakin Banyak Peminat, Tembus 2,6 Juta   https://t.co/3FPSH47NXi  #EnergizingYou",good
,,,10/16/2022 6:59,"Semua SPBU ada stiker tulisannya ""Bayar Pakai MyPertamina dapat cashback dan bla bla bla"", giliran ngisi bahan bakar terus bilang ke petugas, ""Bayar pakai MyPertamina bisa pak?"" dijawab ""Belom bisa pak"". Terus fungsinya itu buat apaaa?",bad
,brightgas,brightgas_LPG,10/16/2022 7:24,"Nggak perlu gusar lagi kalau gas habis pas situasi nggak memungkinkan untuk keluar rumah nih, karena sekarang beli gas cukup dengan klik! 😃 Iya, pakai aplikasi MyPertamina kamu bisa melakukan transaksi pembelian Bright Gas yang akan langsung diantar sampai rumah loh!  https://t.co/sRthZLwO7s",neutral
,brightgas,brightgas_LPG,10/16/2022 7:24,"Gimana? Mudah bukan? Kalau gas habis, Langsung aja Delivery melalui aplikasi MyPertamina!  Pst, setiap transaksi melalui aplikasi MyPertamina akan mendapatkan poin loh~~~",neutral
,brightgas,brightgas_LPG,10/16/2022 7:24,Poin yang diperoleh nantinya akan dapat ditukarkan dengan berbagai beragam voucher menarik dan kamu juga bisa tukar dengan kupon #MyPertaminaTebarHadiah juga lho. Perbanyak transaksi melalui aplikasi MyPertamina yuk! 😍  #BrightGas #MakinAmanMakinCerdas  #Call135,neutral
,,,10/16/2022 8:03,Hampir 1 Juta Pendaftar MyPertamina Ditolak Ini Penjelasan Pertamina  https://t.co/hJ4wwN8D9M #sariagri #pertanian,bad
,Pertamax Series ID,pertamaxseries,10/16/2022 8:31,"Menunggu berakhirnya hari Minggu,  gimana kalo kita bikin singkatan dari nama-nama perangkat mesin?  Mimin duluan deh nih, lanjut di-reply yak!  #JadiPilihanPas #PerfectionInPerformance #LebihBaikPertamax #MyPertamina #Call135  https://t.co/6HZrYQrvoR",neutral
,,,10/16/2022 10:02,"@convomf memek memek, urusin noh bapak lo bingung sama aplikasi mypertamina",bad
,Pertamina135,pertamina135,10/16/2022 10:50,@muh_ramlan Agar dapat kami bantu pengecekan silakan diinformasikan nomor terdaftar MyPertamina melalui DM. Tks.-Tedi,neutral
,,,10/16/2022 11:28,"Wahh Pendaftar MyPertamina Semakin Banyak Peminat, Tembus 2,6 Juta loh guys. Keren banget yaa 🥰  https://t.co/q2pA9m00hT",good
,,,10/16/2022 11:30,"Luar biasa nih!! Kini Pendaftar MyPertamina Semakin Banyak Peminat, Tembus 2,8 Juta 👏👏  https://t.co/rqpImelKEp",good
,,,10/16/2022 11:30,"Mantap!! Pendaftar MyPertamina Semakin Banyak Peminat, Tembus 2,8 Juta. Luar biasa nih antusiasnya 🤗🤗  https://t.co/xcVAB4EPxd",good
,,,10/16/2022 11:31,"Pendaftar MyPertamina Semakin Banyak Peminat, Tembus 2,8 Juta. Keren!! Antusiasnya sebanyak ini dong 🥰👍   https://t.co/d7ZtDZdfCX",good
,,,10/16/2022 11:32,"Ikut seneng bangett Pendaftar MyPertamina Semakin Banyak Peminat, Tembus 2,8 Juta Keren antusiasnya, luar biasa 🤗👍🏻   https://t.co/S3i07KX9zX",good
,,,10/16/2022 11:33,"Wow mantap!!  Pendaftar MyPertamina Semakin Banyak Peminat, Tembus 2,8 Juta 🤗💓  https://t.co/m7dyjdfgYZ",good
,,,10/16/2022 11:53,"Wow luar biasa nih!!  Pendaftar MyPertamina Semakin Banyak Peminat, Tembus 2,8 Juta  https://t.co/KidYasSPni",good
,,,10/16/2022 11:54,"ugm_fess gen ask, pom bensin deket ugm udah pada wajibin pake mypertamina belom sih? ayo jawab sender biar sender ga hohahoho pas isi bensin. 😔🙏🏻",good
,,,10/16/2022 12:11,"Masyaallah keren bangett Pendaftar MyPertamina Semakin Banyak Peminat, Tembus 2,8 Juta 👍  https://t.co/aOqq9S9mzF",good
,,,10/16/2022 12:31,Panduan lengkap untuk cara pendaftaran subsidi BBM melalui aplikasi Mypertamina  https://t.co/DStAA8f2b4,good
,,,10/16/2022 12:33,"Pendaftar MyPertamina Semakin Banyak Peminat, Tembus 2,8 Juta. Bagus banget nih antusias masyarakat 👍  https://t.co/XNcb89XMgS",good
,,,10/16/2022 12:54,"Pendaftar MyPertamina Semakin Banyak Peminat, Tembus 2,8 Juta Mantap nih masyarakat sangat antusias 👍👍   https://t.co/UdzivDAHvB",good
,,,10/16/2022 15:02,"Wahh mantap nihh Pendaftar MyPertamina yang semakin banyak Peminatnya, Tembus 2,6 Juta loh guys. Keren banget dong yaah 🥰  https://t.co/p0jLaXO8Ci",good
,,,10/16/2022 15:03,"Wah the best memang luar biasa nih! Kini Pendaftar MyPertamina Semakin Banyak Peminat, Tembus 2,8 Juta 👏  https://t.co/OrRidihVgE",good
,,,10/16/2022 15:04,"Mantap banget inii! Pendaftar MyPertamina Semakin Banyak Peminat, Tembus 2,8 Juta.  Luar biasa antusias nya selalu ramai dong 🤗  https://t.co/cVSLiEM3Ms",good
,,,10/16/2022 15:04,"Pendaftar MyPertamina Semakin Banyak Peminat, Tembus 2,8 Juta Keren, antusias nya yang semakin sebanyak ini dong, luar biasa yah 👍  https://t.co/oKzh6pw2Q2",good
,,,10/16/2022 15:06,"Wow Pendaftar MyPertamina Semakin Banyak Peminat, Tembus 2,8 Juta 👍 luar biasa antusiasnya tanpa henti ramai terus yah.   https://t.co/XJHJyNKue8",good
,,,10/16/2022 15:07,"Pendaftar MyPertamina Semakin Banyak Peminat, Tembus 2,8 Juta mantap nih masyarakat sangat antusias. Semakin terpantai aman pastinya 👍  https://t.co/ZxLk68wmiC",good
,,,10/16/2022 15:07,"Pendaftar MyPertamina Semakin Banyak Peminat, Tembus 2,8 Juta. Bagus banget nih antusias masyarakat luar biasa nih antusiasme nya.   https://t.co/VcU08BxlXn",good
,,,10/16/2022 15:08,"Masya allah keren banget dong Pendaftar MyPertamina Semakin Banyak Peminat, Tembus 2,8 Juta. Semoga semakin meningkat terus   https://t.co/zEotqh47dU",good
,,,10/16/2022 17:23,"Wow luar biasa! Pendaftar MyPertamina Semakin Banyak Peminat, Tembus 2,8 Juta  https://t.co/4LV9iRv068",good
,,,10/16/2022 17:24,"Masyaallah keren banget Pendaftar MyPertamina Semakin Banyak Peminat, Tembus 2,8 Juta  https://t.co/Eu2iD3uupa",good
,,,10/16/2022 17:27,"Pendaftar MyPertamina Semakin Banyak Peminat, Tembus 2,8 Juta Keren, antusias nya sebanyak ini dong 🥰👍  https://t.co/S01Ewgcm7d",good
,,,10/16/2022 17:27,"Mantap!! Pendaftar MyPertamina Semakin Banyak Peminat, Tembus 2,8 Juta.  Luar biasa nih antusias nya 🤗  https://t.co/XpiNdpGvvL",good
,,,10/16/2022 17:28,"Luar Biasa! Kini Pendaftar MyPertamina Semakin Banyak Peminat, Tembus 2,8 Juta 👏👏  https://t.co/cPrjz4oKjK",good
,,,10/16/2022 21:10,"Wahh Pendaftar MyPertamina Semakin Banyak Peminat, Tembus 2,6 Juta loh guys.  Keren bgt ya 🥰  https://t.co/Hz1NfezOZt",good
,,,10/16/2022 21:11,"Mantap!! Pendaftar MyPertamina Semakin Banyak Peminat, Tembus 2,8 Juta.  Luar biasa nih antusias nya 🤗  https://t.co/nliW21Pnk3",good
,,,10/16/2022 21:11,"Pendaftar MyPertamina Semakin Banyak Peminat, Tembus 2,8 Juta Keren, antusias nya sebanyak ini dong 🥰👍  https://t.co/VT1lMWJUIJ",good
,,,10/16/2022 21:12,"Ikut Seneng Banget Pendaftar MyPertamina Semakin Banyak Peminat, Tembus 2,8 Juta, Keren Antuisnya Luar Biasa 🤗👍🏻  https://t.co/xBB3Zmh9EN",good
,,,10/18/2022 1:49,@alumni_fakboi @mawisevendry @CNNIndonesia tau ga tujuan pakai aplikasi mypertamina untuk apa? jawab dulu ini,neutral
,Pertamax Series ID,pertamaxseries,10/18/2022 4:10,"Buruan ikutan, hanya sampai 19 Oktober 2022 lho 🤗  #JadiPilihanPas #PerfectionInPerformance #LebihBaikPertamax #MyPertamina #call135",neutral
,,,10/18/2022 6:22,Yang teriak jadul dan menjunjung tinggi JAKI ini orang yang sama ga sih sama yang protes kebijakan beli bensin pake myPertamina? Wkwk Konteks: Meja Aduan di Balai Kota,bad
,,,10/18/2022 6:38,@SadriWendi1 @8080_dga @GunRomli Nama a juga cebok brooo cebong goblokkkk di kasih mudah ehhh eh pilih kluarin biaya lagi ke balai kota 🤣🤣🤣...meraka para cebong pikir apk JAKI sama dengan MYpertamina yg nyusahin,bad
,,,10/18/2022 6:39,@GunRomli Buzzer pikir apk JAKI Itu nyusahin Kya program AHOK mypertamina yg nyusahin itu 🤣🤣🤣,bad
,MyPertamina,MyPertaminaID,10/18/2022 8:16,"Tetap berhati-hati saat berkendara dan jangan lupa berteduh jika hujan teramat deras ya, Sob! Lalu, pastikan juga untuk menemukan tempat yang aman dan nyaman seperti rekomendasi di atas 😊  Stay safe and ride safe, Sob!  #MyPertamina #Call135 #PasUntukSemua  https://t.co/aaukHIvcbG",neutral
,,,10/18/2022 9:46,Perlunya pendataan guna mengatur BBM subsidi agar tepat sasaran. Banyak Keuntungan pakai mypertamina bagi masyarakat saat beli BBM. BBM Pertalite Irit dan Hemat  https://t.co/U18V6af82j,good
,,,10/18/2022 11:23,@Wiznu_Prayoga pendaftaran melalui MyPertamina yakkk,good
,Pertamina135,pertamina135,10/18/2022 11:43,"@adi_shaja Hai, Sobat Adi. Kami informasikan saat ini untuk nomor telepon yang sebelumnya sudah terdaftar pada aplikasi MyPertamina tidak dapat diganti. Kami sarankan untuk membuat akun baru menggunakan nomor telepon yang diinginkan dengan ketentuan poin, riwayat transaksi atau reward",neutral
,,,10/18/2022 12:25,"Nyuruh pake mypertamina, giliran mau bayar pake mypertamina di 3 pombensin malah gabisa kerenn",bad
,,,10/18/2022 12:32,@sekar_agnii MyPertamina,neutral
,,,10/18/2022 14:48,@Uki23 Klo aplikasi Mypertamina gmana...dasar cangkem ora skolah..,bad
,,,10/18/2022 15:09,Lalu gimna dgn Mypertamina dek kau gak koar koar dan gak ngomong msalah hp dan kuota?  Masih waras ki?,bad
,,,10/18/2022 22:18,"Mypertamina buat seIndonesia gmana? Kalo sejkt ajah dikata gak ada kuota? Yaya ya ya, atur lah kelean punya mau",bad
,,,10/20/2022 0:55,"@cacagrederina saya pengguna my pertamina sebelum disuruh oleh pemerintah, dan nyatanya daridulu sama aja jaringan error lah, sinyal gak ada lah, gak sedia mypertamina lah. jdi buat saya yg cashless agak kesulitan sekali",bad
,,,10/20/2022 1:10,@triwul82 Kemaren2 di kasih teknologi pedulilindungi &amp; Mypertamina ngamuk2 maki2 ke pemerintah...sekarang masih ngamuk2 maki2 juga karena katanya primitif... Cacat Nalar !,bad
,MyPertamina,MyPertaminaID,10/20/2022 2:11,"Jangan sampe lupa ya, siapin beberapa dokumen yang dibutuhin seperti KTP, STNK, dan dokumen pendukung lainnya saat daftar di lokasi.  Untuk informasi lebih lengkapnya, silahkan langsung hubungi Pertamina Call Center 135.  #MyPertamina #Call135 #SubsidiTepatSasaran #PasUntukSemua",neutral
,Pertamax Series ID,pertamaxseries,10/20/2022 2:17,"Oleh karena itu, gunakan selalu Pertamax Turbo. Soalnya, pembakaran sempurna dari RON 98 ini mampu menjaga sekaligus meningkatkan performa mesin yang lebih bertenaga!  #JadiPilihanPas #PerfectionInPerformance #LebihBaikPertamax #MyPertamina #Call135  https://t.co/Cclm6OmBoQ",neutral
,,,10/20/2022 4:38,Ngescan barcode di gym gak kescan-scan taunya yg diarahin barcode mypertamina 😭,bad
,MyPertamina,MyPertaminaID,10/20/2022 5:00,"Nah! Kalo kamu biasanya lebih sering pake fitur aplikasi MyPertamina yang mana nih, Sob? Mimin tunggu jawabannya di kolom komentar ya!  #MyPertamina #Call135 #PasUntukSemua  https://t.co/46Vucu4K1c",neutral
,,,10/20/2022 9:50,@MyPertaminaID haiii boleh bantu aku nyelesain masalah registrasi mypertamina gak? Drtd gak bisa update data huhu,bad
,brightgas,brightgas_LPG,10/20/2022 11:00,"Bagian mana nih yang kira-kira paling horor menurut kamu?  Gas habis pas lagi masak memang horornya ga ketulungan deh! Tapi tenang, selama ada Pertamina Delivery Service di 135 atau Fitur Layanan Delivery di aplikasi MyPertamina, urusan gas habis nggak sampai bikin nangis!  https://t.co/tK9xCmOSWU",neutral
,,,10/20/2022 11:36,Bisa tuker poin MyPertamina jg buat dapetin tiketnya wow wow wow!  (Poin gue dikit krn yg beli bensin mas Ari bkn gue🤪)  https://t.co/VNTookC3p4,good
,Pertamax Series ID,pertamaxseries,10/20/2022 11:41,Eh ayo kita lanjut! Mimin mau tau dong ada nggak sih di sini yang punya kisah horror pas di SPBU? Jangan lupa ceritainnya pakai hashtag #MAXHorror ya! Let’s Go~  #JadiPilihanPas #PerfectionInPerformance #LebihBaikPertamax #MyPertamina #Call135  https://t.co/cfZuAgu6A4,neutral
,,,10/21/2022 1:00,@adejoon @tvOneNews Lha kok Ndak komplain soal mypertamina mas?,bad
,,,10/21/2022 2:14,ini aplikasi mypertamina d bikin buat siapa si segmentasi nya?,neutral
,,,10/21/2022 3:03,"[EKONOMINFO]  Sejak diluncurkannya aplikasi MyPertamina ini, justru menuai banyak respon pro ataupun kontra di masyarakat. Nah, bagaimana sih respon masyarakat terhadap aplikasi MyPertamina ini?  Watch the full video on TikTok  https://t.co/NhiIWru8Tx  #apakabarhimajie",neutral
,,,10/21/2022 6:47,"Yth.Admin Kami ingin menyampaikan keluhan terkait MyPertamina for Business. Sudah sebulan invoice &amp; e-faktur monitoring tdk dpt diakses, selalu muncul tulisan ""file tidak ditemukan"". Namun ketika dipakai penebusan produk dapat berjalan normal. Mohon ditindaklanjuti @pertamina135",bad
,brightgas,brightgas_LPG,10/21/2022 10:09,"Yuk, upload sekarang karena ada juga hadiah untuk 100 uploader pertama berupa tambahan saldo MyPertamina senilai Rp100.000, lho! 😍  Info selengkapnya check di akun @brightgas atau  https://t.co/68PMdwH4SM ya!  #BrightGas #MakinAmanMakinCerdas #BGVC2022",neutral
,,,10/21/2022 10:27,Maka langkah pemerintah dan pertamina dgn melakukan subsidi tertutup dan berbasis orang akan lebih bisa tepat sasaran  cara memantaunya adalah dgn aplikasi MyPertamina   yukkkk buruan daftar   #FaktaPertalite  https://t.co/3KASLhNDpF,good
,,,10/21/2022 10:55,Pemerintah dan Pertamina akan melakukan pengawasan utk mencegah bocornya penggunaan BBM subsidi oleh orang mampu. Salah satunya dg pengaturan digitalisasi di SPBU. Dg Skema pembelian Pertalite dan Solar Subsidi dg cara melakukan pendaftaran melalui MyPertamina.  #FaktaPertalite  https://t.co/HtCS88s2ul,good
,,,10/21/2022 11:13,@Wiznu_Prayoga Yukkk daftar di MyPertamina,good
,,,10/21/2022 11:42,@IrvanWis pertamina mengawasi dgn melalui aplikasi MyPertamina,good
